Text Id,Text Code,Text Title(TY),Text Title(ESU)
D4160,01-07-02-,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ།,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ
D4161,01-07-03-,སྦྱིན་པའི་གཏམ།,སྦྱིན་པའི་གཏམ
D4162,01-07-04-,སྲིད་པ་ལས་འདས་པའི་གཏམ།,སྲིད་པ་ལས་འདས་པའི་གཏམ
D4182,01-08-01-,བཤེས་པའི་སྤྲིང་ཡིག།,བཤེས་པའི་སྤྲིང་ཡིག
,01-09-01-,སྦྱོར་བ་བརྒྱ་པ་ཞེས་བྱ་བ་སྨན་གྱི་གཞུང༌།,
,01-09-02-,སྨན་འཚོ་བའི་མདོའམ་སྨན་པ་རྣམས་ལ་བརྫངས་པ་སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ།,
,01-09-03-,སྨན་ཨ་བའི་ཆོ་ག།,
Q5808,01-10-01-,སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ།,སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ།
D4319,01-10-02-,སྤོས་ཀྱི་སྦྱོར་བ་རེའུ་ཆར་བྱས་པ།,སྤོས་ཀྱི་སྦྱོར་བ་རེའུ་ཆར་བྱས་པ།
,01-10-03-,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་དེ་ཁོ་ན་ཉིད་དམ་ཡན་ལག་བཅུ་གཉིས་ཀྱི་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་འཁོར་ལོ།,
D4328,01-11-01-,ཤེས་རབ་བརྒྱ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,ཤེས་རབ་བརྒྱ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D4329,01-11-02-,ལུགས་ཀྱི་བསྟན་བཅོས་ཤེས་རབ་སྡོང་བུ།,ལུགས་ཀྱི་བསྟན་བཅོས་ཤེས་རབ་སྡོང་བུ
D4330,01-11-03-,ལུགས་ཀྱི་བསྟན་བཅོས་སྐྱེ་བོ་གསོ་བའི་ཐིགས་པ།,ལུགས་ཀྱི་བསྟན་བཅོས་སྐྱེ་བོ་གསོ་བའི་ཐིགས་པ
D4384,01-11-04-,རྡོ་རྗེའི་སྨོན་ལམ།,རྡོ་རྗེའི་སྨོན་ལམ
D4385,01-11-05-,བྱང་ཆུབ་འབྱུང་བའི་སྨོན་ལམ།,བྱང་ཆུབ་འབྱུང་བའི་སྨོན་ལམ
D4387,01-11-06-,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་པའི་སྨོན་ལམ།,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ
D4388,01-11-07-,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ།,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ
D4395,01-11-08-,སྨོན་ལམ་རིན་པོ་ཆེའི་རྒྱལ་པོ།,སྨོན་ལམ་རིན་པོ་ཆེའི་རྒྱལ་པོ
,01-11-09-,དཀོན་མཆོག་གསུམ་གྱི་བཀྲ་ཤིས་ཀྱི་ཚིགས་བཅད།,
D4410,01-11-10-,བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པའམ་བཀྲ་ཤིས་མཚན་མངས།,བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པ
D4435,01-11-11-,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་ཞལ་སྔ་ནས་མཛད་པའི་མན་ངག་ཟབ་མོའམ་གསང་སྔགས་ཟབ་མོ།,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་ཞལ་སྔ་ནས་མཛད་པའི་མན་ངག་ཟབ་མོ།
Q5905,01-11-12-,དབང་ཕྱུག་བྱེད་པོ་ཉིད་སེལ་བ་དང༌ཁྱབ་འཇུག་བྱེད་པ་པོ་གཅིག་ཉིད་སེལ་བར་བྱེད་པ།,དབང་ཕྱུག་བྱེད་པ་པོ་ཉིད་སེལ་བ་དང་ཁྱབ་འཇུག་བྱེད་པ་པོ་གཅིག་ཉིས་སེལ་བར་བྱེད་པ། 
D1610,02-01-01-,རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས་དང་།,རྣལ་འབྱོར་གྱི་རྒྱུད་དཔལ་གདན་བཞི་པའི་སྒྲུབ་ཐབས
D1612,02-01-02-,ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས།,ཡེ་ཤེས་དབང་ཕྱུག་མའི་སྒྲུབ་ཐབས
D1613,02-01-03-,རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ།,རྒྱུད་ཀྱི་རྒྱལ་པོ་དཔལ་གདན་བཞི་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་སྙིང་པོ་མདོར་བསགས་པ
D1614,02-01-04-,དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ།,དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ
D1615,02-01-05-,རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།,རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ
D1794,02-01-06-,སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།,སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད
D1803,02-01-07-,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ
,02-01-08-,སེམས་ལ་དམིགས་པའི་རིམ་པའི་དོན་འགྲེལ་ལམ་སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,
,02-01-09-,སྒྱུ་ལུས་ཀྱི་དོན་འགྲེལ་ལམ་བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།,
,02-01-10-,འོད་གསལ་གྱི་དོན་འགྲེལ་ལམ་མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག །,
D1807,02-01-11-,རོ་བསྲེག་པའི་ཆོ་ག །,རོ་བསྲེག་པའི་ཆོ་ག
D1808,02-01-12-,དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།,དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ
D2279,02-01-13-,རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།,རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ
,02-01-14-,གོ་བར་བྱེད་པའི་སྙིང་པོ་བརྒྱ་པ།,
D2457,02-01-15-,དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ།,དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ
,02-01-16-,འཇམ་པའི་ ༼མ་བྱུང༌།༽ དབྱངས་ཀྱི་དཔྱད་འཕགས་པ་ལྷས་མཛད་པ་ཤླཽ་ཀ་བརྒྱ་པ།,
Q4707,02-01-17-,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ།,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ
Q5008,02-01-18-,ཁྲོ་བོ་རེག་ཚིག་གི་སྒྲུབ་པའི་ཐབས།,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།
Q5006,02-01-19-,རེག་འབིགས་མའི་སྒྲུབ་ཐབས།,རེག་འབིགས་མའི་སྒྲུབ་ཐབས།
Q5007,02-01-20-,སྐལ་འཇོག་དབང་གི་ཆོ་ག །,སྐལ་འཇོག་དབང་གི་ཆོ་ག
Q5008,02-01-21-,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།
Q5009,02-01-22-,ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག །,ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ།
,02-01-23-,ཁྲོ་བོ་རེག་ཚིག་གི་གཏོར་ཆོག །,
Q5011,02-01-24-,ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས་བཅས་སོ།།,ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས།
D3844,02-02-01-,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་དང་།,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3845,02-02-02-,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ
D3846,02-02-03-,བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།,བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ
D3847,02-02-04-,འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ།,འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ
D3848,02-02-05-,རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།,རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ
D3849,02-02-06-,ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།,ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ
,02-02-07-,དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།,
D3851,02-02-08-,ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ་བཅས་སོ། །,ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ
,02-03-01-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཚིགས་སུ་བཅད་པ་ཆེན་པོ་,
D3842,03-01-01-,དབུ་མ་རྩ་བའི་འགྲེལ་པ་བུདྡྷ་པཱ་ལི་ཏ།,དབུ་མ་རྩ་བའི་འགྲེལ་པ་བུདྡྷ་པཱ་ལི་ཏ
D1792,04-01-01-,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དཀའ་བ་བཏུས་པའི་འགྲེལ་པ་དང་།,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དཀའ་བ་བཏུས་པའི་འགྲེལ་པ
D1793,04-01-02-,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དགོངས་པ་རབ་གསལ་ཞེས་བྱ་བ་བཤད་པའི་ཊཱིཀཱ།,སྒྲོན་མ་གསལ་བར་བྱེད་པའི་དགོངས་པ་རབ་གསལ་ཞེས་བྱ་བའི་བཤད་པའི་ཊཱི་ཀཱ
,04-01-03-,རིམ་པ་ལྔ་པའི་དཀའ་འགྲེལ་བཅས་གསུམ་དང་།,
,04-02-01-,དབུ་མའི་རྩ་བའི་འགྲེལ་པ་ཤེས་རབ་སྒྲོན་མ་དང་།,
D3854,04-02-02-,དབུ་མ་རིན་པོ་ཆེའི་སྒྲོན་མ་དང་།,དབུ་མ་རིན་པོ་ཆེའི་སྒྲོན་མ
D3855,04-02-03-,དབུ་མའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ།,དབུ་མའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ
D3856,04-02-04-,དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།,དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ
,04-02-05-,དབུ་མའི་དོན་བསྡུས་པ་བཅས་ལྔ་དང་།,
D4139,04-03-01-,སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ་,སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ
D1724,05-01-01-,རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ་དང་།,རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ
D1785,05-01-02-,སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་རྒྱ་ཆེར་བཤད་པ།,སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་རྒྱ་ཆེར་བཤད་པ
,05-01-03-,སྦྱོར་བ་ཡན་ལག་དྲུག་པའི་འགྲེལ་པ།,
D1814,05-01-04-,རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས།,རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས
,05-01-05-,བདུད་རྩི་འཁྱིལ་བའི་སྒྲུབ་ཐབས།,
D1817,05-01-06-,གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།,གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ
D2444,05-01-07-,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ།,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ
,05-01-08-,ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་པ་བྱིན་རླབས་ཅན་བཅས་བརྒྱད་དོ།།,
D3860,05-02-01-,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་དང་།,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ
Q5261,05-02-02-,དབུ་མ་ལ་འཇུག་པའི་ཚིག་ལེའུར་བྱས་པ།,དབུ་མ་ལ་འཇུག་པའི་ཚིག་ལེའུར་བྱས་པ།
,05-02-03-,དབུ་མ་ལ་འཇུག་པ།,
D3862,05-02-04-,དབུ་མ་ལ་འཇུག་པའི་བཤད་པ།,དབུ་མ་ལ་འཇུག་པའི་བཤད་པ
D3863,05-02-05-,དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ།,དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ
D3864,05-02-06-,རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།,རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ
D3865,05-02-07-,བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ
D3866,05-02-08-,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ
D3867,05-02-09-,སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ
D3971,05-02-10-,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ་,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ
Q3105,06-01-01-,གྲུབ་མཐའ་བདུན་པ་དང་།,གྲུབ་མཐའ་བདུན་པ།
D2444,06-01-02-,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ།,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ
D2449,06-01-03-,དཔལ་ཨུ་རྒྱན་དུ་ཚོགས་འཁོར་བྱས་པའི་དུས་སུ་རྣལ་འབྱོར་པ་གྲུབ་པ་ཐོབ་པ་བཞི་བཅུས་རྡོ་རྗེའི་མགུར་བཞེངས་པ་ཉམས་ཀྱི་མན་ངག་ཐིག་ལེ་གསེར་གྱི་ཕྲེང་བ།,དཔལ་ཨུ་རྒྱན་དུ་ཚོགས་འཁོར་བྱས་པའི་དུས་སུ་རྣལ་འབྱོར་པ་གྲུབ་པ་ཐོབ་པ་བཞི་བཅུས་རྡོ་རྗེའི་མགུར་བཞེངས་པ་ཉམས་ཀྱི་མན་ངག་ཐིག་ལེ་གསེར་གྱི་ཕྲེང་བ
D2341,06-01-04-,ལྷན་ཅིག་སྐྱེས་པའི་གླུ།,ལྷན་ཅིག་སྐྱེས་པའི་གླུ
,06-01-05-,བདེ་མཆོག་འཁོར་ལོའི་ཊཱིཀ་དང་།,
,06-01-06-,བདེ་གཤེགས་འཁོར་ལོའི་སྒྲུབ་པའི་ཐབས་བཅས་སོ།།,
D3871,06-02-01-,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་དང་།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ
D3939,06-02-02-,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ
D3940,06-02-03-,བསླབ་པ་ཀུན་ལས་བཏུས་པ།,བསླབ་པ་ཀུན་ལས་བཏུས་པ
,06-02-04-,བསླབ་པ་ཀུན་ལས་བཏུས་པ་ལས་བྱུང་བ་དེ་བཞིན་གཤེགས་པའི་སྙིང་པོའི་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག་བཅས་དང་།,
D4004,06-03-01-,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ
Q5814,06-04-01-,མོ་རྩིས་འཇམ་པའི་དབྱངས་ཞེས་བྱ་བ་དང་།,མོ་རྩིས་འཇམ་པའི་དབྱངས་ཞེས་བྱ་བ།
D4383,06-04-02-,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ་,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ
D1162,07-01-01-,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་དང་།,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས
D1163,07-01-02-,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ་དང་།,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ
,07-01-03-,དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ་བཅས་གསུམ་མོ།།,
D1316,07-02-01-,ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ་དང་།,ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ
D1824,07-02-02-,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་གཏོར་མའི་ཆོ་ག །,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་གཏོར་མའི་ཆོ་ག
D2678,07-02-03-,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ
D3068,07-02-04-,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ
D3069,07-02-05-,ཡང་འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་བའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ་(འབྲིང་པོ།)།,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ
D3132,07-02-06-,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག །,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག
D3133,07-02-07-,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ
D3134,07-02-08-,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བའི་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ། སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ
D3133,07-02-09-,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ
D3133,07-02-10-,ཡང་ དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ
D3708,07-02-11-,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་བཅས་སོ།།,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3883,07-03-01-,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ་དང་།,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ
D3884,07-03-02-,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ
,07-03-03-,དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ་བཅས་གསུམ།,
D4082,07-04-01-,སྡོམ་པ་ཉི་ཤུ་པའི་འགྲེལ་པ།,སྡོམ་པ་ཉི་ཤུ་པའི་འགྲེལ་པ
D4239,07-05-01-,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ་དང་།,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ
